Date,Day,Time,Weather,Event,Train_Arrival,Waiting_Passengers
2022-09-23,5,10:30,2,0,0,40
2022-09-23,5,10:50,1,0,0,69
2022-09-23,5,11:00,2,1,0,75
2022-09-23,5,11:10,2,0,1,72
2022-09-23,5,11:20,2,0,1,73
2022-09-23,5,11:30,4,0,0,16
2022-09-23,5,12:50,1,1,0,41
2022-09-23,5,13:10,1,0,0,48
2022-09-23,5,13:40,1,1,0,31
2022-09-23,5,14:00,1,1,1,111
2022-09-23,5,14:10,1,1,1,118
2022-09-23,5,14:20,3,0,1,62
2022-09-23,5,14:30,1,0,0,32
2022-09-23,5,17:00,3,0,0,41
2022-09-23,5,17:20,2,1,0,14
2022-09-23,5,17:40,4,1,0,31
2022-09-23,5,07:50,4,0,1,92
2022-09-23,5,08:00,1,0,1,72
2022-09-23,5,08:10,3,1,1,82
2022-09-23,5,08:15,3,1,1,112
2022-09-23,5,08:20,1,0,1,166
2022-09-23,5,08:25,2,1,1,113
2022-09-23,5,08:30,4,0,1,109
2022-09-23,5,08:35,3,1,1,146
2022-09-23,5,08:40,4,0,1,146
2022-09-23,5,08:50,2,0,0,34
2022-09-23,5,09:05,4,1,0,24
2022-09-26,1,10:30,3,1,0,23
2022-09-26,1,10:50,2,0,0,34
2022-09-26,1,11:00,1,1,0,63
2022-09-26,1,11:10,2,0,1,72
2022-09-26,1,11:20,1,0,1,52
2022-09-26,1,11:30,2,1,0,23
2022-09-26,1,12:50,1,0,0,13
2022-09-26,1,13:10,2,0,0,22
2022-09-26,1,13:40,4,1,0,79
2022-09-26,1,14:00,4,1,1,124
2022-09-26,1,14:10,1,1,1,92
2022-09-26,1,14:20,1,0,1,87
2022-09-26,1,14:30,1,1,0,28
2022-09-26,1,17:00,3,0,0,7
2022-09-26,1,17:20,2,0,0,53
2022-09-26,1,17:40,4,1,0,38
2022-09-26,1,07:50,3,0,1,17
2022-09-26,1,08:00,1,0,1,61
2022-09-26,1,08:10,2,1,1,93
2022-09-26,1,08:15,1,1,1,162
2022-09-26,1,08:20,1,0,1,161
2022-09-26,1,08:25,1,0,1,185
2022-09-26,1,08:30,1,1,1,121
2022-09-26,1,08:35,1,1,1,86
2022-09-26,1,08:40,1,0,1,77
2022-09-26,1,08:50,3,0,0,45
2022-09-26,1,09:05,3,1,0,33
2022-09-27,2,10:30,1,0,0,51
2022-09-27,2,10:40,3,0,0,11
2022-09-27,2,10:50,1,0,0,57
2022-09-27,2,11:00,2,1,0,71
2022-09-27,2,11:10,2,0,1,65
2022-09-27,2,11:20,3,0,1,47
2022-09-27,2,11:30,3,0,0,15
2022-09-27,2,12:50,4,1,0,63
2022-09-27,2,13:10,2,0,0,34
2022-09-27,2,13:30,1,0,0,66
2022-09-27,2,13:40,1,1,0,70
2022-09-27,2,14:00,4,1,1,93
2022-09-27,2,14:10,4,1,1,77
2022-09-27,2,14:20,4,1,1,61
2022-09-27,2,14:30,2,1,0,44
2022-09-27,2,15:00,4,0,0,40
2022-09-27,2,16:00,3,1,0,26
2022-09-27,2,17:00,3,0,0,37
2022-09-27,2,17:20,3,1,0,45
2022-09-27,2,17:40,3,1,0,14
2022-09-27,2,07:50,3,1,1,86
2022-09-27,2,07:55,2,0,0,32
2022-09-27,2,08:00,1,1,1,112
2022-09-27,2,08:05,3,1,1,105
2022-09-27,2,08:10,3,0,1,27
2022-09-27,2,08:15,3,0,1,65
2022-09-27,2,08:20,2,1,1,120
2022-09-27,2,08:25,2,0,1,65
2022-09-27,2,08:30,4,0,1,161
2022-09-27,2,08:35,4,0,1,151
2022-09-27,2,08:40,1,0,1,135
2022-09-27,2,08:45,4,0,1,27
2022-09-27,2,08:50,2,1,0,32
2022-09-27,2,08:55,1,0,0,49
2022-09-27,2,09:00,2,1,0,18
2022-09-27,2,09:05,2,1,0,40
2022-09-28,3,10:30,3,0,0,34
2022-09-28,3,10:40,1,0,0,16
2022-09-28,3,10:50,2,0,0,49
2022-09-28,3,11:00,4,1,0,65
2022-09-28,3,11:10,2,0,1,50
2022-09-28,3,11:20,4,1,1,73
2022-09-28,3,11:30,1,1,0,27
2022-09-28,3,12:50,4,1,0,29
2022-09-28,3,13:10,4,0,0,33
2022-09-28,3,13:30,1,1,0,59
2022-09-28,3,13:40,4,0,0,29
2022-09-28,3,14:00,4,1,1,108
2022-09-28,3,14:10,1,1,1,128
2022-09-28,3,14:20,4,1,1,77
2022-09-28,3,14:30,1,0,0,35
2022-09-28,3,15:00,4,1,0,21
2022-09-28,3,16:00,2,1,0,11
2022-09-28,3,17:00,1,1,0,44
2022-09-28,3,17:20,2,1,0,54
2022-09-28,3,17:40,3,0,0,18
2022-09-28,3,07:50,1,1,1,96
2022-09-28,3,07:55,2,1,0,40
2022-09-28,3,08:00,2,0,1,37
2022-09-28,3,08:05,4,1,1,61
2022-09-28,3,08:10,1,0,1,92
2022-09-28,3,08:15,4,1,1,166
2022-09-28,3,08:20,2,1,1,191
2022-09-28,3,08:25,2,0,1,128
2022-09-28,3,08:30,4,1,1,181
2022-09-28,3,08:35,4,1,1,142
2022-09-28,3,08:40,3,1,1,126
2022-09-28,3,08:45,4,0,1,115
2022-09-28,3,08:50,4,0,0,56
2022-09-28,3,08:55,1,1,0,40
2022-09-28,3,09:00,3,0,0,18
2022-09-28,3,09:05,3,1,0,41
2022-09-29,4,10:30,4,0,0,38
2022-09-29,4,10:40,3,0,0,52
2022-09-29,4,10:50,3,0,0,32
2022-09-29,4,11:00,3,1,0,69
2022-09-29,4,11:10,2,0,1,94
2022-09-29,4,11:20,3,0,1,33
2022-09-29,4,11:30,4,0,0,35
2022-09-29,4,12:50,4,0,0,35
2022-09-29,4,13:10,4,0,0,44
2022-09-29,4,13:30,4,1,0,50
2022-09-29,4,13:40,3,0,0,28
2022-09-29,4,14:00,3,0,1,71
2022-09-29,4,14:10,3,1,1,91
2022-09-29,4,14:20,3,0,1,82
2022-09-29,4,14:30,4,0,0,28
2022-09-29,4,15:00,2,1,0,14
2022-09-29,4,16:00,2,1,0,9
2022-09-29,4,17:00,4,0,0,42
2022-09-29,4,17:20,4,1,0,83
2022-09-29,4,17:40,2,1,0,31
2022-09-29,4,07:50,3,0,1,37
2022-09-29,4,07:55,2,1,0,18
2022-09-29,4,08:00,1,0,1,80
2022-09-29,4,08:05,2,1,1,30
2022-09-29,4,08:10,4,0,1,53
2022-09-29,4,08:15,4,1,1,172
2022-09-29,4,08:20,4,0,1,136
2022-09-29,4,08:25,1,0,1,140
2022-09-29,4,08:30,1,1,1,168
2022-09-29,4,08:35,4,0,1,138
2022-09-29,4,08:40,3,0,1,121
2022-09-29,4,08:45,1,1,1,42
2022-09-29,4,08:50,4,1,0,36
2022-09-29,4,08:55,1,1,0,17
2022-09-29,4,09:00,1,1,0,71
2022-09-29,4,09:05,2,0,0,19
2022-09-30,5,10:30,4,1,0,16
2022-09-30,5,10:50,1,1,0,40
2022-09-30,5,11:00,3,1,0,35
2022-09-30,5,11:10,2,0,1,52
2022-09-30,5,11:20,3,0,1,43
2022-09-30,5,11:30,4,1,0,37
2022-09-30,5,12:50,2,1,0,55
2022-09-30,5,13:10,1,1,0,56
2022-09-30,5,13:40,1,0,0,63
2022-09-30,5,14:00,3,0,1,75
2022-09-30,5,14:10,1,0,1,117
2022-09-30,5,14:20,2,0,1,61
2022-09-30,5,14:30,2,0,0,23
2022-09-30,5,17:00,4,0,0,24
2022-09-30,5,17:20,1,1,0,38
2022-09-30,5,17:40,1,1,0,55
2022-09-30,5,07:50,3,0,1,22
2022-09-30,5,08:00,4,1,1,71
2022-09-30,5,08:10,1,0,1,20
2022-09-30,5,08:15,4,0,1,153
2022-09-30,5,08:20,2,0,1,92
2022-09-30,5,08:25,2,1,1,126
2022-09-30,5,08:30,1,0,1,185
2022-09-30,5,08:35,1,0,1,72
2022-09-30,5,08:40,3,0,1,101
2022-09-30,5,08:50,4,0,0,57
2022-09-30,5,09:05,2,0,0,25
2022-10-03,1,10:30,4,0,0,48
2022-10-03,1,10:50,4,1,0,67
2022-10-03,1,11:00,2,1,0,50
2022-10-03,1,11:10,1,1,1,83
2022-10-03,1,11:20,2,1,1,74
2022-10-03,1,11:30,1,0,0,31
2022-10-03,1,12:50,1,0,0,11
2022-10-03,1,13:10,2,0,0,31
2022-10-03,1,13:40,3,1,0,45
2022-10-03,1,14:00,4,0,1,71
2022-10-03,1,14:10,2,0,1,105
2022-10-03,1,14:20,2,1,1,102
2022-10-03,1,14:30,2,0,0,11
2022-10-03,1,17:00,3,1,0,33
2022-10-03,1,17:20,3,1,0,22
2022-10-03,1,17:40,1,1,0,52
2022-10-03,1,07:50,1,1,1,86
2022-10-03,1,08:00,3,0,1,35
2022-10-03,1,08:10,2,1,1,85
2022-10-03,1,08:15,1,1,1,205
2022-10-03,1,08:20,2,0,1,149
2022-10-03,1,08:25,4,1,1,196
2022-10-03,1,08:30,2,0,1,165
2022-10-03,1,08:35,1,1,1,211
2022-10-03,1,08:40,4,1,1,187
2022-10-03,1,08:50,3,0,0,44
2022-10-03,1,09:05,4,0,0,42
2022-10-04,2,10:30,2,1,0,61
2022-10-04,2,10:40,2,0,0,17
2022-10-04,2,10:50,4,1,0,48
2022-10-04,2,11:00,2,1,0,63
2022-10-04,2,11:10,2,1,1,92
2022-10-04,2,11:20,1,0,1,90
2022-10-04,2,11:30,3,0,0,12
2022-10-04,2,12:50,1,1,0,42
2022-10-04,2,13:10,1,1,0,42
2022-10-04,2,13:30,2,0,0,48
2022-10-04,2,13:40,4,1,0,14
2022-10-04,2,14:00,3,1,1,58
2022-10-04,2,14:10,4,0,1,96
2022-10-04,2,14:20,3,0,1,43
2022-10-04,2,14:30,1,0,0,14
2022-10-04,2,15:00,1,1,0,30
2022-10-04,2,16:00,4,1,0,32
2022-10-04,2,17:00,3,0,0,26
2022-10-04,2,17:20,3,0,0,23
2022-10-04,2,17:40,2,1,0,33
2022-10-04,2,07:50,3,1,1,71
2022-10-04,2,07:55,4,1,0,21
2022-10-04,2,08:00,4,0,1,39
2022-10-04,2,08:05,1,1,1,95
2022-10-04,2,08:10,2,1,1,109
2022-10-04,2,08:15,3,0,1,135
2022-10-04,2,08:20,2,1,1,105
2022-10-04,2,08:25,2,0,1,130
2022-10-04,2,08:30,2,1,1,98
2022-10-04,2,08:35,3,1,1,172
2022-10-04,2,08:40,1,0,1,123
2022-10-04,2,08:45,2,1,1,124
2022-10-04,2,08:50,1,1,0,56
2022-10-04,2,08:55,1,1,0,23
2022-10-04,2,09:00,3,0,0,13
2022-10-04,2,09:05,3,1,0,23
2022-10-05,3,10:30,4,1,0,73
2022-10-05,3,10:40,4,1,0,19
2022-10-05,3,10:50,1,0,0,35
2022-10-05,3,11:00,3,0,0,49
2022-10-05,3,11:10,2,0,1,100
2022-10-05,3,11:20,3,0,1,67
2022-10-05,3,11:30,2,1,0,16
2022-10-05,3,12:50,3,1,0,63
2022-10-05,3,13:10,1,1,0,17
2022-10-05,3,13:30,2,0,0,43
2022-10-05,3,13:40,2,0,0,48
2022-10-05,3,14:00,3,0,1,43
2022-10-05,3,14:10,3,1,1,109
2022-10-05,3,14:20,2,0,1,80
2022-10-05,3,14:30,2,0,0,28
2022-10-05,3,15:00,4,1,0,22
2022-10-05,3,16:00,3,1,0,9
2022-10-05,3,17:00,2,0,0,35
2022-10-05,3,17:20,4,0,0,44
2022-10-05,3,17:40,1,0,0,23
2022-10-05,3,07:50,2,0,1,67
2022-10-05,3,07:55,1,0,0,40
2022-10-05,3,08:00,3,1,1,86
2022-10-05,3,08:05,1,0,1,108
2022-10-05,3,08:10,2,1,1,87
2022-10-05,3,08:15,2,1,1,93
2022-10-05,3,08:20,4,0,1,166
2022-10-05,3,08:25,1,0,1,84
2022-10-05,3,08:30,2,1,1,80
2022-10-05,3,08:35,3,0,1,151
2022-10-05,3,08:40,2,1,1,168
2022-10-05,3,08:45,1,0,1,125
2022-10-05,3,08:50,2,0,0,27
2022-10-05,3,08:55,2,0,0,40
2022-10-05,3,09:00,3,1,0,49
2022-10-05,3,09:05,1,1,0,51
2022-10-06,4,10:30,1,1,0,17
2022-10-06,4,10:40,3,0,0,45
2022-10-06,4,10:50,4,0,0,70
2022-10-06,4,11:00,4,0,0,43
2022-10-06,4,11:10,1,0,1,71
2022-10-06,4,11:20,3,1,1,86
2022-10-06,4,11:30,4,0,0,13
2022-10-06,4,12:50,2,0,0,50
2022-10-06,4,13:10,4,0,0,51
2022-10-06,4,13:30,1,1,0,40
2022-10-06,4,13:40,2,1,0,72
2022-10-06,4,14:00,1,1,1,111
2022-10-06,4,14:10,2,1,1,131
2022-10-06,4,14:20,1,0,1,62
2022-10-06,4,14:30,1,1,0,39
2022-10-06,4,15:00,3,1,0,38
2022-10-06,4,16:00,2,0,0,36
2022-10-06,4,17:00,4,1,0,41
2022-10-06,4,17:20,3,1,0,12
2022-10-06,4,17:40,2,0,0,38
2022-10-06,4,07:50,3,1,1,52
2022-10-06,4,07:55,1,1,0,15
2022-10-06,4,08:00,1,0,1,57
2022-10-06,4,08:05,3,0,1,70
2022-10-06,4,08:10,3,1,1,47
2022-10-06,4,08:15,2,1,1,199
2022-10-06,4,08:20,3,1,1,112
2022-10-06,4,08:25,4,0,1,121
2022-10-06,4,08:30,1,1,1,199
2022-10-06,4,08:35,1,0,1,113
2022-10-06,4,08:40,3,1,1,189
2022-10-06,4,08:45,3,1,1,37
2022-10-06,4,08:50,4,0,0,23
2022-10-06,4,08:55,2,1,0,55
2022-10-06,4,09:00,3,1,0,50
2022-10-06,4,09:05,3,0,0,22
2022-10-07,5,10:30,4,1,0,84
2022-10-07,5,10:50,1,1,0,64
2022-10-07,5,11:00,4,0,0,37
2022-10-07,5,11:10,4,1,1,142
2022-10-07,5,11:20,2,0,1,65
2022-10-07,5,11:30,1,1,0,57
2022-10-07,5,12:50,4,1,0,83
2022-10-07,5,13:10,2,1,0,24
2022-10-07,5,13:40,3,1,0,38
2022-10-07,5,14:00,4,1,1,68
2022-10-07,5,14:10,1,0,1,94
2022-10-07,5,14:20,2,0,1,74
2022-10-07,5,14:30,4,1,0,43
2022-10-07,5,17:00,4,1,0,10
2022-10-07,5,17:20,2,1,0,25
2022-10-07,5,17:40,4,1,0,39
2022-10-07,5,07:50,3,0,1,25
2022-10-07,5,08:00,4,0,1,21
2022-10-07,5,08:10,3,1,1,116
2022-10-07,5,08:15,3,0,1,71
2022-10-07,5,08:20,1,1,1,176
2022-10-07,5,08:25,4,1,1,199
2022-10-07,5,08:30,2,0,1,138
2022-10-07,5,08:35,1,1,1,156
2022-10-07,5,08:40,1,1,1,139
2022-10-07,5,08:50,3,0,0,31
2022-10-07,5,09:05,4,0,0,36
2022-10-10,1,10:30,1,0,0,59
2022-10-10,1,10:50,2,0,0,22
2022-10-10,1,11:00,3,0,0,29
2022-10-10,1,11:10,2,1,1,118
2022-10-10,1,11:20,3,0,1,70
2022-10-10,1,11:30,4,1,0,32
2022-10-10,1,12:50,1,1,0,31
2022-10-10,1,13:10,2,1,0,72
2022-10-10,1,13:40,4,0,0,63
2022-10-10,1,14:00,3,0,1,61
2022-10-10,1,14:10,1,0,1,110
2022-10-10,1,14:20,1,0,1,75
2022-10-10,1,14:30,3,1,0,22
2022-10-10,1,17:00,3,1,0,37
2022-10-10,1,17:20,3,1,0,43
2022-10-10,1,17:40,2,1,0,26
2022-10-10,1,07:50,2,1,1,95
2022-10-10,1,08:00,3,1,1,81
2022-10-10,1,08:10,4,0,1,49
2022-10-10,1,08:15,3,1,1,184
2022-10-10,1,08:20,4,1,1,92
2022-10-10,1,08:25,3,1,1,71
2022-10-10,1,08:30,2,0,1,144
2022-10-10,1,08:35,3,0,1,113
2022-10-10,1,08:40,3,0,1,87
2022-10-10,1,08:50,3,1,0,27
2022-10-10,1,09:05,4,1,0,21
2022-10-11,2,10:30,1,0,0,33
2022-10-11,2,10:40,2,0,0,59
2022-10-11,2,10:50,4,0,0,41
2022-10-11,2,11:00,2,0,0,37
2022-10-11,2,11:10,2,1,1,102
2022-10-11,2,11:20,1,0,1,96
2022-10-11,2,11:30,3,0,0,10
2022-10-11,2,12:50,3,1,0,35
2022-10-11,2,13:10,4,0,0,60
2022-10-11,2,13:30,2,1,0,54
2022-10-11,2,13:40,3,1,0,34
2022-10-11,2,14:00,3,0,1,69
2022-10-11,2,14:10,1,0,1,85
2022-10-11,2,14:20,2,1,1,45
2022-10-11,2,14:30,3,1,0,34
2022-10-11,2,15:00,3,1,0,29
2022-10-11,2,16:00,1,1,0,34
2022-10-11,2,17:00,1,1,0,32
2022-10-11,2,17:20,4,1,0,55
2022-10-11,2,17:40,2,0,0,23
2022-10-11,2,07:50,4,1,1,103
2022-10-11,2,07:55,4,1,0,35
2022-10-11,2,08:00,4,1,1,39
2022-10-11,2,08:05,3,0,1,95
2022-10-11,2,08:10,2,1,1,39
2022-10-11,2,08:15,4,0,1,141
2022-10-11,2,08:20,1,1,1,130
2022-10-11,2,08:25,1,0,1,144
2022-10-11,2,08:30,1,1,1,188
2022-10-11,2,08:35,2,1,1,168
2022-10-11,2,08:40,1,1,1,214
2022-10-11,2,08:45,1,1,1,77
2022-10-11,2,08:50,4,0,0,27
2022-10-11,2,08:55,3,0,0,19
2022-10-11,2,09:00,4,0,0,63
2022-10-11,2,09:05,1,0,0,39
2022-10-12,3,10:30,3,0,0,43
2022-10-12,3,10:40,4,1,0,65
2022-10-12,3,10:50,4,1,0,82
2022-10-12,3,11:00,4,0,0,43
2022-10-12,3,11:10,4,0,1,79
2022-10-12,3,11:20,1,0,1,83
2022-10-12,3,11:30,4,1,0,29
2022-10-12,3,12:50,4,0,0,54
2022-10-12,3,13:10,2,0,0,25
2022-10-12,3,13:30,1,0,0,34
2022-10-12,3,13:40,3,0,0,30
2022-10-12,3,14:00,4,1,1,68
2022-10-12,3,14:10,3,0,1,51
2022-10-12,3,14:20,4,1,1,100
2022-10-12,3,14:30,1,0,0,35
2022-10-12,3,15:00,2,0,0,40
2022-10-12,3,16:00,2,0,0,42
2022-10-12,3,17:00,1,0,0,26
2022-10-12,3,17:20,1,0,0,56
2022-10-12,3,17:40,1,0,0,37
2022-10-12,3,07:50,4,0,1,37
2022-10-12,3,07:55,2,0,0,36
2022-10-12,3,08:00,1,1,1,88
2022-10-12,3,08:05,4,1,1,126
2022-10-12,3,08:10,1,0,1,125
2022-10-12,3,08:15,3,1,1,119
2022-10-12,3,08:20,4,1,1,148
2022-10-12,3,08:25,1,1,1,107
2022-10-12,3,08:30,2,1,1,115
2022-10-12,3,08:35,2,0,1,153
2022-10-12,3,08:40,2,0,1,65
2022-10-12,3,08:45,2,1,1,61
2022-10-12,3,08:50,1,0,0,25
2022-10-12,3,08:55,4,0,0,42
2022-10-12,3,09:00,4,1,0,72
2022-10-12,3,09:05,1,0,0,20
2022-10-13,4,10:30,3,0,0,26
2022-10-13,4,10:40,1,0,0,12
2022-10-13,4,10:50,3,1,0,18
2022-10-13,4,11:00,1,1,0,47
2022-10-13,4,11:10,3,1,1,103
2022-10-13,4,11:20,4,0,1,57
2022-10-13,4,11:30,4,0,0,45
2022-10-13,4,12:50,2,1,0,21
2022-10-13,4,13:10,1,1,0,80
2022-10-13,4,13:30,3,0,0,32
2022-10-13,4,13:40,1,0,0,29
2022-10-13,4,14:00,1,1,1,83
2022-10-13,4,14:10,2,0,1,103
2022-10-13,4,14:20,4,1,1,92
2022-10-13,4,14:30,2,0,0,36
2022-10-13,4,15:00,4,0,0,15
2022-10-13,4,16:00,4,0,0,13
2022-10-13,4,17:00,3,0,0,11
2022-10-13,4,17:20,4,0,0,15
2022-10-13,4,17:40,3,0,0,19
2022-10-13,4,07:50,4,0,1,46
2022-10-13,4,07:55,4,0,0,56
2022-10-13,4,08:00,1,1,1,54
2022-10-13,4,08:05,4,1,1,43
2022-10-13,4,08:10,4,1,1,41
2022-10-13,4,08:15,3,1,1,136
2022-10-13,4,08:20,4,1,1,193
2022-10-13,4,08:25,1,0,1,82
2022-10-13,4,08:30,1,1,1,197
2022-10-13,4,08:35,3,0,1,99
2022-10-13,4,08:40,4,1,1,205
2022-10-13,4,08:45,2,1,1,115
2022-10-13,4,08:50,4,1,0,66
2022-10-13,4,08:55,1,1,0,42
2022-10-13,4,09:00,1,0,0,33
2022-10-13,4,09:05,1,1,0,16
2022-10-14,5,10:30,2,0,0,37
2022-10-14,5,10:50,2,1,0,26
2022-10-14,5,11:00,1,0,0,38
2022-10-14,5,11:10,1,0,1,102
2022-10-14,5,11:20,2,0,1,60
2022-10-14,5,11:30,4,1,0,32
2022-10-14,5,12:50,4,1,0,22
2022-10-14,5,13:10,2,1,0,72
2022-10-14,5,13:40,4,1,0,25
2022-10-14,5,14:00,4,1,1,120
2022-10-14,5,14:10,1,1,1,92
2022-10-14,5,14:20,4,1,1,123
2022-10-14,5,14:30,3,1,0,35
2022-10-14,5,17:00,1,1,0,6
2022-10-14,5,17:20,3,1,0,27
2022-10-14,5,17:40,4,1,0,33
2022-10-14,5,07:50,3,0,1,50
2022-10-14,5,08:00,4,1,1,85
2022-10-14,5,08:10,2,1,1,124
2022-10-14,5,08:15,2,1,1,113
2022-10-14,5,08:20,3,1,1,79
2022-10-14,5,08:25,4,1,1,172
2022-10-14,5,08:30,2,1,1,131
2022-10-14,5,08:35,1,1,1,153
2022-10-14,5,08:40,2,0,1,167
2022-10-14,5,08:50,1,1,0,69
2022-10-14,5,09:05,3,0,0,27
2022-10-17,1,10:30,2,0,0,11
2022-10-17,1,10:50,2,0,0,26
2022-10-17,1,11:00,3,0,0,53
2022-10-17,1,11:10,1,1,1,106
2022-10-17,1,11:20,4,1,1,73
2022-10-17,1,11:30,1,1,0,33
2022-10-17,1,12:50,4,1,0,45
2022-10-17,1,13:10,1,0,0,48
2022-10-17,1,13:40,2,0,0,11
2022-10-17,1,14:00,3,0,1,57
2022-10-17,1,14:10,1,0,1,81
2022-10-17,1,14:20,1,1,1,113
2022-10-17,1,14:30,3,0,0,16
2022-10-17,1,17:00,4,1,0,23
2022-10-17,1,17:20,1,0,0,65
2022-10-17,1,17:40,2,0,0,28
2022-10-17,1,07:50,3,0,1,75
2022-10-17,1,08:00,3,0,1,78
2022-10-17,1,08:10,1,1,1,47
2022-10-17,1,08:15,1,0,1,82
2022-10-17,1,08:20,1,0,1,161
2022-10-17,1,08:25,3,0,1,153
2022-10-17,1,08:30,3,1,1,112
2022-10-17,1,08:35,2,1,1,151
2022-10-17,1,08:40,2,0,1,153
2022-10-17,1,08:50,4,0,0,54
2022-10-17,1,09:05,4,1,0,21
2022-10-18,2,10:30,1,0,0,54
2022-10-18,2,10:40,3,1,0,37
2022-10-18,2,10:50,2,0,0,36
2022-10-18,2,11:00,2,0,0,60
2022-10-18,2,11:10,1,1,1,132
2022-10-18,2,11:20,2,1,1,58
2022-10-18,2,11:30,3,1,0,40
2022-10-18,2,12:50,4,0,0,68
2022-10-18,2,13:10,4,0,0,36
2022-10-18,2,13:30,2,0,0,56
2022-10-18,2,13:40,4,1,0,46
2022-10-18,2,14:00,2,1,1,67
2022-10-18,2,14:10,2,0,1,101
2022-10-18,2,14:20,2,1,1,52
2022-10-18,2,14:30,2,1,0,46
2022-10-18,2,15:00,3,1,0,43
2022-10-18,2,16:00,2,1,0,42
2022-10-18,2,17:00,3,0,0,23
2022-10-18,2,17:20,4,0,0,53
2022-10-18,2,17:40,1,0,0,44
2022-10-18,2,07:50,3,1,1,39
2022-10-18,2,07:55,3,1,0,12
2022-10-18,2,08:00,2,1,1,55
2022-10-18,2,08:05,3,1,1,95
2022-10-18,2,08:10,2,0,1,67
2022-10-18,2,08:15,4,1,1,225
2022-10-18,2,08:20,3,0,1,121
2022-10-18,2,08:25,1,0,1,154
2022-10-18,2,08:30,2,1,1,143
2022-10-18,2,08:35,1,1,1,113
2022-10-18,2,08:40,1,0,1,176
2022-10-18,2,08:45,4,0,1,79
2022-10-18,2,08:50,2,0,0,31
2022-10-18,2,08:55,3,0,0,26
2022-10-18,2,09:00,3,1,0,64
2022-10-18,2,09:05,3,0,0,36
2022-10-19,3,10:30,1,1,0,20
2022-10-19,3,10:40,4,1,0,67
2022-10-19,3,10:50,4,0,0,47
2022-10-19,3,11:00,1,1,0,43
2022-10-19,3,11:10,1,0,1,96
2022-10-19,3,11:20,4,0,1,77
2022-10-19,3,11:30,2,1,0,16
2022-10-19,3,12:50,3,1,0,62
2022-10-19,3,13:10,3,1,0,43
2022-10-19,3,13:30,2,1,0,39
2022-10-19,3,13:40,1,1,0,53
2022-10-19,3,14:00,3,0,1,62
2022-10-19,3,14:10,2,0,1,56
2022-10-19,3,14:20,1,1,1,75
2022-10-19,3,14:30,1,1,0,50
2022-10-19,3,15:00,1,1,0,24
2022-10-19,3,16:00,2,0,0,12
2022-10-19,3,17:00,2,0,0,36
2022-10-19,3,17:20,3,1,0,27
2022-10-19,3,17:40,3,0,0,38
2022-10-19,3,07:50,2,0,1,77
2022-10-19,3,07:55,1,1,0,63
2022-10-19,3,08:00,2,1,1,38
2022-10-19,3,08:05,3,0,1,19
2022-10-19,3,08:10,3,1,1,47
2022-10-19,3,08:15,3,1,1,129
2022-10-19,3,08:20,1,0,1,130
2022-10-19,3,08:25,3,0,1,121
2022-10-19,3,08:30,2,0,1,98
2022-10-19,3,08:35,1,1,1,162
2022-10-19,3,08:40,3,0,1,85
2022-10-19,3,08:45,1,1,1,107
2022-10-19,3,08:50,2,0,0,39
2022-10-19,3,08:55,2,0,0,32
2022-10-19,3,09:00,3,0,0,24
2022-10-19,3,09:05,3,1,0,21
2022-10-20,4,10:30,3,1,0,41
2022-10-20,4,10:40,3,1,0,54
2022-10-20,4,10:50,2,0,0,15
2022-10-20,4,11:00,4,1,0,69
2022-10-20,4,11:10,4,1,1,90
2022-10-20,4,11:20,1,0,1,92
2022-10-20,4,11:30,3,1,0,22
2022-10-20,4,12:50,4,0,0,44
2022-10-20,4,13:10,2,0,0,26
2022-10-20,4,13:30,4,1,0,65
2022-10-20,4,13:40,2,1,0,27
2022-10-20,4,14:00,3,1,1,97
2022-10-20,4,14:10,3,0,1,77
2022-10-20,4,14:20,2,0,1,90
2022-10-20,4,14:30,1,1,0,31
2022-10-20,4,15:00,1,0,0,35
2022-10-20,4,16:00,4,0,0,6
2022-10-20,4,17:00,1,0,0,22
2022-10-20,4,17:20,1,0,0,40
2022-10-20,4,17:40,2,1,0,22
2022-10-20,4,07:50,2,0,1,57
2022-10-20,4,07:55,1,1,0,33
2022-10-20,4,08:00,3,0,1,34
2022-10-20,4,08:05,4,1,1,136
2022-10-20,4,08:10,2,0,1,90
2022-10-20,4,08:15,3,1,1,102
2022-10-20,4,08:20,4,1,1,169
2022-10-20,4,08:25,4,0,1,168
2022-10-20,4,08:30,1,0,1,188
2022-10-20,4,08:35,3,1,1,117
2022-10-20,4,08:40,2,1,1,90
2022-10-20,4,08:45,3,1,1,114
2022-10-20,4,08:50,2,0,0,36
2022-10-20,4,08:55,1,1,0,31
2022-10-20,4,09:00,3,0,0,23
2022-10-20,4,09:05,2,0,0,37
2022-10-21,5,10:30,2,1,0,33
2022-10-21,5,10:50,3,1,0,64
2022-10-21,5,11:00,4,1,0,89
2022-10-21,5,11:10,2,0,1,72
2022-10-21,5,11:20,2,0,1,50
2022-10-21,5,11:30,3,0,0,39
2022-10-21,5,12:50,2,0,0,56
2022-10-21,5,13:10,2,1,0,43
2022-10-21,5,13:40,1,0,0,31
2022-10-21,5,14:00,4,1,1,124
2022-10-21,5,14:10,3,1,1,93
2022-10-21,5,14:20,3,1,1,47
2022-10-21,5,14:30,2,1,0,34
2022-10-21,5,17:00,1,0,0,37
2022-10-21,5,17:20,2,0,0,57
2022-10-21,5,17:40,1,1,0,44
2022-10-21,5,07:50,4,1,1,35
